
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000009                       # Number of seconds simulated (Second)
simTicks                                      9148500                       # Number of ticks simulated (Tick)
finalTick                                    99102000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      0.34                       # Real time elapsed on the host (Second)
hostTickRate                                 27062004                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     710704                       # Number of bytes of host memory used (Byte)
simInsts                                         8204                       # Number of instructions simulated (Count)
simOps                                           8204                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    24256                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      24256                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                            18297                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               2.230254                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.448380                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                            8205                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                        2                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                          11827                       # Number of instructions issued (Count)
system.cpu.squashedInstsExamined                    3                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedNonSpecRemoved                   1                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples               18125                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.652524                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.899177                       # Number of insts issued each cycle (Count)
system.l2bus.snoop_filter.totRequests             388                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests          129                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops                 0                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst                 5                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data                25                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total                   30                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst                5                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.data               25                       # number of overall hits (Count)
system.l2cache.overallHits::total                  30                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst             163                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data              46                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total                209                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst            163                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data             46                       # number of overall misses (Count)
system.l2cache.overallMisses::total               209                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst     13632991                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data      4002985                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total      17635976                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst     13632991                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data      4002985                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total     17635976                       # number of overall miss ticks (Tick)
system.l2cache.demandAccesses::cpu.inst           168                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::cpu.data            71                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::total              239                       # number of demand (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.inst          168                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.data           71                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::total             239                       # number of overall (read+write) accesses (Count)
system.l2cache.demandMissRate::cpu.inst      0.970238                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::cpu.data      0.647887                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::total         0.874477                       # miss rate for demand accesses (Ratio)
system.l2cache.overallMissRate::cpu.inst     0.970238                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::cpu.data     0.647887                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::total        0.874477                       # miss rate for overall accesses (Ratio)
system.l2cache.demandAvgMissLatency::cpu.inst 83637.981595                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::cpu.data 87021.413043                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::total 84382.660287                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.inst 83637.981595                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.data 87021.413043                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::total 84382.660287                       # average overall miss latency ((Tick/Count))
system.l2cache.blockedCycles::no_mshrs           4965                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCycles::no_wbuffers            0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCauses::no_mshrs            101                       # number of times access was blocked (Count)
system.l2cache.blockedCauses::no_wbuffers            0                       # number of times access was blocked (Count)
system.l2cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.l2cache.avgBlocked::no_mshrs         49.158416                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.avgBlocked::no_wbuffers            nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.demandMshrMisses::cpu.inst          163                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.demandMshrMisses::cpu.data           46                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.demandMshrMisses::total            209                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.overallMshrMisses::cpu.inst          163                       # number of overall MSHR misses (Count)
system.l2cache.overallMshrMisses::cpu.data           46                       # number of overall MSHR misses (Count)
system.l2cache.overallMshrMisses::total           209                       # number of overall MSHR misses (Count)
system.l2cache.demandMshrMissLatency::cpu.inst     11688991                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.demandMshrMissLatency::cpu.data      3450985                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.demandMshrMissLatency::total     15139976                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::cpu.inst     11688991                       # number of overall MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::cpu.data      3450985                       # number of overall MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::total     15139976                       # number of overall MSHR miss ticks (Tick)
system.l2cache.demandMshrMissRate::cpu.inst     0.970238                       # mshr miss ratio for demand accesses (Ratio)
system.l2cache.demandMshrMissRate::cpu.data     0.647887                       # mshr miss ratio for demand accesses (Ratio)
